527	4
528	2
529	1
530	1
531	1
532	1
533	1
534	1
535	1
536	3
537	1
538	1
539	1
540	1
541	1
542	1
543	2
544	2
545	1
546	1
547	1
548	5
549	1
550	1
551	1
552	1
553	2
554	1
555	3
556	1
557	1
558	3
559	1
560	2
561	3
562	1
563	1
564	2
565	2
566	1
567	2
568	1
569	1
570	1
571	1
572	1
573	1
574	1
575	1
576	3
577	2
578	4
579	1
580	2
581	1
582	1
583	1
584	1
585	1
586	3
587	1
588	1
589	3
590	3
591	1
592	1
593	1
594	1
595	3
596	3
597	1
598	1
599	2
600	1
601	1
602	1
603	1
604	1
605	1
606	1
607	1
608	1
609	1
610	2
611	2
612	1
613	1
614	1
615	1
616	1
617	1
618	4
619	3
620	1
621	1
622	1
623	2
624	1
625	2
626	3
627	2
628	2
629	1
630	2
631	1
632	1
633	2
634	1
635	2
636	1
637	1
638	1
639	2
640	3
641	1
642	1
643	2
644	2
645	1
646	1
647	1
648	1
649	3
650	1
651	1
652	1
653	2
654	1
655	1
656	1
657	1
658	2
659	1
660	6
661	1
662	1
663	1
664	1
665	2
666	3
667	2
668	1
669	1
670	1
671	1
672	3
673	1
674	2
675	1
676	1
677	1
678	1
679	1
680	1
681	3
682	2
683	2
684	1
685	1
686	2
687	2
688	1
689	1
690	1
691	1
692	1
693	2
694	1
695	1
696	1
697	2
698	1
699	1
700	1
701	1
702	1
703	1
704	2
705	2
706	1
707	1
708	1
709	2
710	1
711	2
712	1
713	1
714	2
715	1
716	1
717	2
718	1
719	1
720	1
721	2
722	1
723	1
724	1
725	2
726	1
727	1
728	2
729	1
730	2
731	2
732	1
733	2
734	1
735	1
736	1
737	1
738	1
739	1
740	4
741	1
742	1
743	1
744	2
745	1
746	1
747	1
748	1
749	1
750	1
751	1
752	1
753	1
754	2
755	1
756	1
757	1
758	2
759	1
760	2
761	1
762	1
763	1
764	1
765	1
766	1
767	1
768	1
769	1
770	1
771	1
772	1
773	1
774	1
775	1
776	1
777	1
778	1
779	1
780	1
781	1
782	3
783	1
784	2
785	1
786	4
787	1
788	1
789	3
790	1
791	1
792	2
793	1
794	1
795	1
796	1
797	1
798	1
799	1
800	1
801	2
802	1
803	1
804	3
805	1
806	1
807	1
808	1
809	1
810	1
811	1
812	1
813	1
814	1
815	2
816	2
817	1
818	2
819	1
820	1
821	2
822	1
823	1
824	1
825	1
826	1
827	1
828	1
829	1
830	1
831	1
832	2
833	1
834	1
835	1
836	1
837	2
838	1
839	1
840	1
841	1
842	2
843	1
844	1
845	1
846	1
847	1
848	2
849	1
850	1
851	1
852	1
853	1
854	2
855	1
856	1
857	1
858	1
859	1
860	1
861	2
862	1
863	1
864	1
865	2
866	1
867	1
868	1
869	1
870	1
871	2
872	1
873	1
874	1
875	1
876	1
877	1
878	1
879	1
880	1
881	1
882	1
883	2
884	1
885	1
886	1
887	1
888	1
889	1
890	1
891	2
892	1
893	1
894	1
895	1
896	1
897	1
898	2
899	1
900	1
901	1
902	1
903	1
904	1
905	1
906	1
907	1
908	1
909	1
910	1
911	1
912	1
913	1
914	1
915	1
916	1
917	1
918	1
919	1
920	1
921	1
922	2
923	1
924	1
925	1
926	1
927	1
928	1
929	1
930	1
931	1
932	1
933	1
934	1
935	1
936	1
937	1
938	1
939	1
940	1
941	1
942	1
943	1
944	1
945	1
946	1
947	1
948	1
949	1
950	1
951	1
952	1
953	1
954	1
955	1
956	1
957	1
958	1
959	1
960	1
961	1
962	1
963	1
964	1
965	1
966	1
967	1
968	1
969	1
970	1
971	1
972	1
973	1
974	2
975	1
976	1
977	1
978	1
979	1
980	1
981	1
982	1
983	1
984	1
985	1
986	1
987	1
988	1
989	1
990	1
991	1
992	1
993	1
994	1
995	1
996	1
997	1
998	1
999	1
1000	1
1001	1
1002	1
1003	1
1004	1
1005	1
